*	alice29.txt=2.785329835010767,cp.html=3.1398790864012365,asyoulik.txt=2.1760912590556813,fields.c=3.7151673578484576,grammar.lsp=2.732393759822968,lcet10.txt=3.814913181275074,plrabn12.txt=2.0,xargs.1=1.8450980400142567,8
common*	alice29.txt=1.0,asyoulik.txt=1.6020599913279623,lcet10.txt=2.3010299956639813,plrabn12.txt=1.8450980400142567,4
commonalities*	lcet10.txt=1.0,1
commonalty*	plrabn12.txt=1.0,1
commonlisp*	grammar.lsp=1.0,1
commonly*	plrabn12.txt=1.0,1
commonplace*	lcet10.txt=1.3010299956639813,1
commotion*	alice29.txt=1.0,plrabn12.txt=1.6020599913279623,2
commune*	plrabn12.txt=1.0,1
communicable*	plrabn12.txt=1.0,1
communicate*	lcet10.txt=1.4771212547196624,1
communicated*	plrabn12.txt=1.3010299956639813,1
communicating*	lcet10.txt=1.0,plrabn12.txt=1.0,2
communication*	lcet10.txt=2.633468455579586,plrabn12.txt=1.0,2
communications*	lcet10.txt=2.041392685158225,1
communion*	plrabn12.txt=1.3010299956639813,1
community*	lcet10.txt=2.3979400086720375,1
communitythe*	lcet10.txt=1.0,1
compact*	asyoulik.txt=1.3010299956639813,lcet10.txt=1.0,plrabn12.txt=1.0,3
compactibility*	lcet10.txt=1.0,1
companies*	lcet10.txt=1.7781512503836434,1
companiesa*	cp.html=1.0,1
companiesih2*	cp.html=1.0,1
companion*	plrabn12.txt=1.3010299956639813,1
companions*	plrabn12.txt=1.3010299956639813,1
company*	alice29.txt=1.0,asyoulik.txt=2.041392685158225,lcet10.txt=1.7781512503836434,plrabn12.txt=1.0,4
companyi*	cp.html=1.0,1
companyof*	asyoulik.txt=1.0,1
comparable*	lcet10.txt=1.0,1
comparative*	lcet10.txt=1.3010299956639813,1
compare*	lcet10.txt=1.4771212547196624,plrabn12.txt=1.8450980400142567,2
compared*	lcet10.txt=1.9030899869919433,plrabn12.txt=1.6020599913279623,2
comparison*	plrabn12.txt=1.0,lcet10.txt=1.7781512503836434,2
compass*	plrabn12.txt=1.4771212547196624,1
compassed*	plrabn12.txt=1.3010299956639813,1
compasses*	plrabn12.txt=1.0,1
compassing*	plrabn12.txt=1.3010299956639813,1
compassion*	plrabn12.txt=1.3010299956639813,1
compassionate*	lcet10.txt=1.0,1
compatibilities*	lcet10.txt=1.0,1
compatibility*	lcet10.txt=1.4771212547196624,1
compatible*	lcet10.txt=1.4771212547196624,1
compcompressionresearcha*	cp.html=1.0,1
compeer*	plrabn12.txt=1.0,1
compeers*	plrabn12.txt=1.0,1
compel*	plrabn12.txt=1.0,1
compelled*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,2
compels*	plrabn12.txt=1.0,1
compensated*	lcet10.txt=1.0,1
compensation*	lcet10.txt=1.0,1
competent*	lcet10.txt=1.0,1
competing*	lcet10.txt=1.0,1
competition*	lcet10.txt=1.0,1
competitive*	lcet10.txt=1.6989700043360187,1
compilation*	lcet10.txt=1.3010299956639813,1
compiled*	lcet10.txt=1.0,1
compiling*	lcet10.txt=1.3010299956639813,1
complacence*	plrabn12.txt=1.3010299956639813,1
complain*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
complaind*	asyoulik.txt=1.0,1
complained*	alice29.txt=1.0,1
complaining*	alice29.txt=1.0,1
complaint*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
complaints*	fields.c=1.0,1
complete*	lcet10.txt=2.1461280356782377,plrabn12.txt=1.4771212547196624,2
completed*	lcet10.txt=2.041392685158225,plrabn12.txt=1.0,2
completely*	alice29.txt=1.0,lcet10.txt=1.4771212547196624,2
completing*	plrabn12.txt=1.0,1
completion*	lcet10.txt=1.4771212547196624,1
complex*	lcet10.txt=2.0791812460476247,1
complexion*	asyoulik.txt=1.6020599913279623,1
complexions*	asyoulik.txt=1.0,1
complexity*	lcet10.txt=1.6989700043360187,1
complexityi*	cp.html=1.0,1
compliance*	plrabn12.txt=1.3010299956639813,1
compliant*	plrabn12.txt=1.0,1
complicate*	lcet10.txt=1.0,1
complicated*	lcet10.txt=1.8450980400142567,plrabn12.txt=1.0,2
complies*	lcet10.txt=1.0,1
compliment*	asyoulik.txt=1.0,1
complying*	lcet10.txt=1.0,1
component*	lcet10.txt=1.4771212547196624,1
components*	lcet10.txt=2.0,1
compose*	plrabn12.txt=1.0,1
composed*	lcet10.txt=1.0,plrabn12.txt=1.6020599913279623,2
composer*	lcet10.txt=1.0,1
composers*	lcet10.txt=1.0,1
composing*	lcet10.txt=1.0,1
composite*	lcet10.txt=1.0,1
composition*	plrabn12.txt=1.0,1
composure*	plrabn12.txt=1.3010299956639813,1
compound*	grammar.lsp=1.0,lcet10.txt=1.6020599913279623,2
compounded*	asyoulik.txt=1.0,lcet10.txt=1.0,2
comprehend*	plrabn12.txt=1.4771212547196624,1
comprehensive*	lcet10.txt=1.4771212547196624,1
comprehensiveness*	lcet10.txt=1.0,1
compress*	lcet10.txt=1.0,1
compressed*	lcet10.txt=2.041392685158225,1
compresses*	lcet10.txt=1.0,1
compressing*	lcet10.txt=1.3010299956639813,1
compression*	cp.html=2.7481880270062007,lcet10.txt=2.505149978319906,2
compressiona*	cp.html=1.7781512503836434,1
compressionbi*	cp.html=1.0,1
compressioni*	cp.html=2.361727836017593,1
compressions*	lcet10.txt=1.0,1
compressor*	cp.html=1.4771212547196624,1
compressora*	cp.html=1.0,1
compressori*	cp.html=1.3010299956639813,1
compressors*	cp.html=1.0,1
comprise*	lcet10.txt=1.6020599913279623,1
comprised*	lcet10.txt=1.6020599913279623,1
comprising*	lcet10.txt=1.3010299956639813,1
compromising*	lcet10.txt=1.0,1
compulsion*	plrabn12.txt=1.3010299956639813,1
compulsory*	lcet10.txt=1.6020599913279623,1
compuserv*	lcet10.txt=1.4771212547196624,1
computation*	lcet10.txt=1.8450980400142567,1
computational*	cp.html=1.0,lcet10.txt=1.4771212547196624,2
computationalof*	lcet10.txt=1.0,1
computations*	lcet10.txt=1.3010299956639813,1
compute*	lcet10.txt=1.0,plrabn12.txt=1.4771212547196624,2
computer*	cp.html=1.0,lcet10.txt=2.7993405494535812,plrabn12.txt=1.0,3
computeraided*	lcet10.txt=1.0,1
computerassisted*	lcet10.txt=1.0,1
computerbased*	lcet10.txt=1.0,1
computerilliterate*	lcet10.txt=1.0,1
computerization*	lcet10.txt=1.0,1
computerized*	lcet10.txt=1.6020599913279623,1
computeroriented*	lcet10.txt=1.0,1
computerreadable*	lcet10.txt=1.4771212547196624,1
computers*	cp.html=1.0,lcet10.txt=2.414973347970818,plrabn12.txt=1.0,3
computersearching*	lcet10.txt=1.3010299956639813,1
computertypeset*	lcet10.txt=1.0,1
computing*	lcet10.txt=2.361727836017593,1
concave*	asyoulik.txt=1.0,plrabn12.txt=1.3010299956639813,2
conceal*	plrabn12.txt=1.6020599913279623,1
concealed*	asyoulik.txt=1.0,plrabn12.txt=1.6020599913279623,2
conceals*	plrabn12.txt=1.0,1
conceded*	lcet10.txt=2.0,1
conceding*	lcet10.txt=1.3010299956639813,1
conceit*	asyoulik.txt=1.3010299956639813,1
conceits*	plrabn12.txt=1.0,1
conceive*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
conceived*	plrabn12.txt=1.6020599913279623,asyoulik.txt=1.0,lcet10.txt=1.0,3
conceives*	plrabn12.txt=1.0,1
conceiving*	plrabn12.txt=1.4771212547196624,1
concentrate*	lcet10.txt=1.0,1
concentrated*	lcet10.txt=1.3010299956639813,1
concentring*	plrabn12.txt=1.0,1
concept*	lcet10.txt=2.1760912590556813,1
conception*	plrabn12.txt=1.4771212547196624,1
conceptions*	lcet10.txt=1.0,1
concepts*	lcet10.txt=1.9542425094393248,1
conceptual*	lcet10.txt=1.0,1
conceptualized*	lcet10.txt=1.0,1
concern*	lcet10.txt=2.0,plrabn12.txt=1.6989700043360187,2
concerned*	lcet10.txt=2.113943352306837,plrabn12.txt=1.3010299956639813,2
concernedand*	lcet10.txt=1.0,1
concerning*	lcet10.txt=2.7923916894982534,plrabn12.txt=1.0,2
concerns*	lcet10.txt=2.041392685158225,plrabn12.txt=1.3010299956639813,2
concert*	alice29.txt=1.3010299956639813,1
concession*	lcet10.txt=1.3010299956639813,1
concessions*	lcet10.txt=1.0,1
conclave*	plrabn12.txt=1.0,1
conclude*	lcet10.txt=1.4771212547196624,plrabn12.txt=1.3010299956639813,2
concluded*	alice29.txt=1.3010299956639813,lcet10.txt=2.1760912590556813,2
concludes*	lcet10.txt=1.0,plrabn12.txt=1.0,2
concluding*	lcet10.txt=1.3010299956639813,1
conclusion*	lcet10.txt=1.6989700043360187,alice29.txt=1.3010299956639813,asyoulik.txt=1.0,3
conclusions*	lcet10.txt=1.8450980400142567,1
concoct*	plrabn12.txt=1.0,1
concocted*	plrabn12.txt=1.0,1
concoctive*	plrabn12.txt=1.0,1
concord*	plrabn12.txt=1.6020599913279623,1
concordance*	lcet10.txt=1.0,1
concordances*	lcet10.txt=1.6020599913279623,1
concourse*	plrabn12.txt=1.0,1
concrete*	lcet10.txt=1.0,1
concupiscence*	plrabn12.txt=1.0,1
concurred*	plrabn12.txt=1.0,lcet10.txt=1.3010299956639813,2
concurrently*	lcet10.txt=1.0,1
concurring*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
condemn*	alice29.txt=1.0,plrabn12.txt=1.0,2
condemned*	plrabn12.txt=1.7781512503836434,1
condemns*	plrabn12.txt=1.0,1
condense*	plrabn12.txt=1.0,1
condensed*	plrabn12.txt=1.0,1
condenses*	plrabn12.txt=1.0,1
condescension*	plrabn12.txt=1.3010299956639813,1
condition*	asyoulik.txt=1.4771212547196624,lcet10.txt=1.0,plrabn12.txt=1.6020599913279623,3
conditions*	lcet10.txt=1.0,1
conduct*	alice29.txt=1.0,asyoulik.txt=1.3010299956639813,lcet10.txt=1.9030899869919433,plrabn12.txt=1.4771212547196624,4
conducted*	lcet10.txt=1.7781512503836434,plrabn12.txt=1.0,2
conducting*	lcet10.txt=1.3010299956639813,1
cone*	plrabn12.txt=1.0,1
confer*	plrabn12.txt=1.0,1
conference*	asyoulik.txt=1.0,cp.html=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,4
conferences*	lcet10.txt=2.041392685158225,1
conferencesi*	cp.html=1.0,1
conferred*	plrabn12.txt=1.0,1
confess*	plrabn12.txt=1.6989700043360187,asyoulik.txt=1.6020599913279623,2
confessed*	lcet10.txt=1.6020599913279623,plrabn12.txt=1.3010299956639813,2
confesses*	asyoulik.txt=1.0,1
confessing*	plrabn12.txt=1.0,1
confide*	plrabn12.txt=1.0,1
confidence*	lcet10.txt=1.0,plrabn12.txt=1.6020599913279623,2
configh*	fields.c=1.0,1
confine*	plrabn12.txt=1.0,1
confined*	plrabn12.txt=1.6989700043360187,1
confines*	plrabn12.txt=1.4771212547196624,asyoulik.txt=1.0,2
confirm*	plrabn12.txt=1.0,1
confirmed*	lcet10.txt=1.4771212547196624,plrabn12.txt=1.6020599913279623,2
confirmer*	asyoulik.txt=1.0,1
confirming*	lcet10.txt=1.0,1
conflagrant*	plrabn12.txt=1.0,1
conflict*	plrabn12.txt=1.3010299956639813,1
conflicting*	plrabn12.txt=1.0,1
conform*	lcet10.txt=1.0,1
conformance*	lcet10.txt=1.3010299956639813,1
conformant*	lcet10.txt=1.0,1
conformed*	plrabn12.txt=1.0,1
conformity*	plrabn12.txt=1.0,1
confound*	plrabn12.txt=1.6989700043360187,1
confounded*	plrabn12.txt=1.6989700043360187,1
confront*	lcet10.txt=1.0,1
confronts*	lcet10.txt=1.3010299956639813,1
confused*	alice29.txt=1.6020599913279623,lcet10.txt=1.0,plrabn12.txt=1.4771212547196624,3
confusedly*	plrabn12.txt=1.0,1
confusing*	alice29.txt=1.4771212547196624,1
confusion*	alice29.txt=1.6989700043360187,asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=2.113943352306837,4
congereel*	alice29.txt=1.0,1
congestion*	lcet10.txt=1.0,1
conglobed*	plrabn12.txt=1.0,1
conglobing*	plrabn12.txt=1.0,1
congo*	plrabn12.txt=1.0,1
congratulant*	plrabn12.txt=1.0,1
congregated*	plrabn12.txt=1.0,1
congregation*	plrabn12.txt=1.0,1
congress*	lcet10.txt=2.716003343634799,1
congressional*	lcet10.txt=1.0,1
congresss*	lcet10.txt=1.0,1
conjecture*	plrabn12.txt=1.6020599913279623,1
conjugal*	plrabn12.txt=1.4771212547196624,1
conjunction*	grammar.lsp=1.3010299956639813,lcet10.txt=1.6020599913279623,plrabn12.txt=1.0,3
conjure*	asyoulik.txt=1.0,1
conjured*	plrabn12.txt=1.0,1
connatural*	plrabn12.txt=1.3010299956639813,1
connect*	lcet10.txt=1.6989700043360187,1
connected*	lcet10.txt=1.4771212547196624,1
connection*	lcet10.txt=1.7781512503836434,1
connections*	lcet10.txt=1.0,1
connectivity*	lcet10.txt=1.9542425094393248,1
conned*	asyoulik.txt=1.0,1
connexion*	plrabn12.txt=1.0,1
conniving*	plrabn12.txt=1.0,1
connotations*	lcet10.txt=1.0,1
connubial*	plrabn12.txt=1.0,1
conquered*	plrabn12.txt=1.0,1
conquering*	plrabn12.txt=1.0,1
conqueror*	alice29.txt=1.3010299956639813,asyoulik.txt=1.0,plrabn12.txt=1.6989700043360187,3
conquerours*	plrabn12.txt=1.0,1
conquest*	alice29.txt=1.0,plrabn12.txt=1.4771212547196624,2
cons*	lcet10.txt=1.6989700043360187,1
conscience*	plrabn12.txt=1.9030899869919433,1
consciences*	asyoulik.txt=1.0,1
conscious*	plrabn12.txt=1.6020599913279623,lcet10.txt=1.0,2
consensus*	lcet10.txt=1.0,1
consent*	asyoulik.txt=1.6989700043360187,plrabn12.txt=1.6020599913279623,2
consented*	alice29.txt=1.0,1
consenting*	asyoulik.txt=1.0,1
consequence*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
consequences*	lcet10.txt=1.4771212547196624,1
consequently*	lcet10.txt=1.0,1
conservation*	lcet10.txt=1.6989700043360187,1
conservative*	lcet10.txt=1.0,1
conserve*	lcet10.txt=1.0,1
consider*	alice29.txt=1.6020599913279623,asyoulik.txt=1.0,lcet10.txt=2.0,plrabn12.txt=1.0,4
considerable*	lcet10.txt=1.9030899869919433,1
considerably*	lcet10.txt=1.6020599913279623,1
considerate*	plrabn12.txt=1.0,1
consideration*	lcet10.txt=2.0,1
considerations*	lcet10.txt=1.3010299956639813,1
considered*	alice29.txt=1.4771212547196624,lcet10.txt=2.113943352306837,plrabn12.txt=1.3010299956639813,3
considering*	alice29.txt=1.4771212547196624,lcet10.txt=1.6989700043360187,2
considers*	lcet10.txt=1.3010299956639813,1
consist*	asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,3
consisted*	lcet10.txt=1.0,1
consistence*	plrabn12.txt=1.0,1
consisting*	lcet10.txt=1.6020599913279623,plrabn12.txt=1.0,2
consists*	lcet10.txt=1.6020599913279623,plrabn12.txt=1.3010299956639813,2
consolation*	plrabn12.txt=1.3010299956639813,1
consolations*	plrabn12.txt=1.0,1
consort*	plrabn12.txt=1.8450980400142567,1
consorted*	plrabn12.txt=1.0,1
consortium*	lcet10.txt=1.4771212547196624,1
conspicuous*	plrabn12.txt=1.8450980400142567,1
conspiracy*	plrabn12.txt=1.0,1
conspired*	plrabn12.txt=1.0,1
constancy*	plrabn12.txt=1.0,1
constant*	alice29.txt=1.3010299956639813,asyoulik.txt=1.3010299956639813,lcet10.txt=1.3010299956639813,plrabn12.txt=1.6989700043360187,4
constellations*	plrabn12.txt=1.6989700043360187,1
constitute*	lcet10.txt=2.113943352306837,1
constituted*	lcet10.txt=1.6020599913279623,1
constitutes*	lcet10.txt=2.1461280356782377,1
constitution*	lcet10.txt=1.0,1
constitutional*	lcet10.txt=1.0,1
constrained*	plrabn12.txt=1.3010299956639813,1
constraining*	plrabn12.txt=1.0,1
constraint*	plrabn12.txt=1.3010299956639813,1
constraints*	lcet10.txt=1.6989700043360187,1
construct*	lcet10.txt=1.0,1
constructed*	lcet10.txt=1.3010299956639813,1
construction*	lcet10.txt=1.4771212547196624,1
constructive*	lcet10.txt=1.0,1
consult*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.6020599913279623,2
consultant*	lcet10.txt=1.0,1
consultation*	plrabn12.txt=1.0,alice29.txt=1.0,2
consultations*	plrabn12.txt=1.0,1
consultative*	lcet10.txt=1.4771212547196624,1
consulted*	lcet10.txt=1.0,1
consulting*	plrabn12.txt=1.4771212547196624,1
consume*	lcet10.txt=1.0,plrabn12.txt=1.4771212547196624,2
consumed*	plrabn12.txt=1.0,1
consumers*	lcet10.txt=1.0,1
consumes*	lcet10.txt=1.0,plrabn12.txt=1.0,2
consummate*	plrabn12.txt=1.4771212547196624,1
contact*	cp.html=1.0,1
contagion*	plrabn12.txt=1.3010299956639813,1
contagious*	plrabn12.txt=1.0,1
contain*	lcet10.txt=1.9542425094393248,plrabn12.txt=1.7781512503836434,xargs.1=1.3010299956639813,3
contained*	lcet10.txt=1.9542425094393248,plrabn12.txt=1.0,2
containing*	lcet10.txt=1.8450980400142567,1
contains*	lcet10.txt=2.230448921378274,1
contaminating*	lcet10.txt=1.0,1
contamination*	lcet10.txt=1.0,1
contd*	lcet10.txt=1.3010299956639813,1
contemn*	plrabn12.txt=1.0,1
contemned*	plrabn12.txt=1.0,1
contemns*	plrabn12.txt=1.0,1
contemplation*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,2
contempt*	alice29.txt=1.0,plrabn12.txt=1.4771212547196624,2
contemptibly*	plrabn12.txt=1.0,1
contemptuous*	alice29.txt=1.0,plrabn12.txt=1.3010299956639813,2
contemptuously*	alice29.txt=1.3010299956639813,1
contend*	plrabn12.txt=1.7781512503836434,1
contended*	lcet10.txt=1.9030899869919433,plrabn12.txt=1.0,2
contending*	lcet10.txt=1.6989700043360187,plrabn12.txt=1.4771212547196624,2
content*	alice29.txt=1.0,asyoulik.txt=1.8450980400142567,lcet10.txt=2.322219294733919,plrabn12.txt=1.6989700043360187,4
contentcompression*	cp.html=1.0,1
contented*	asyoulik.txt=1.0,plrabn12.txt=1.4771212547196624,2
contention*	lcet10.txt=1.3010299956639813,1
contentions*	plrabn12.txt=1.0,1
contentment*	plrabn12.txt=1.3010299956639813,1
contents*	asyoulik.txt=1.6020599913279623,lcet10.txt=1.9542425094393248,plrabn12.txt=1.0,3
contentsa*	cp.html=1.0,1
contentswhat*	lcet10.txt=1.0,1
contest*	plrabn12.txt=1.6020599913279623,1
context*	lcet10.txt=2.3979400086720375,1
contextbased*	cp.html=1.0,1
contexts*	lcet10.txt=1.0,1
contextual*	lcet10.txt=1.3010299956639813,1
contextualizing*	lcet10.txt=1.0,1
contiguous*	plrabn12.txt=1.3010299956639813,1
continent*	plrabn12.txt=1.6989700043360187,1
continental*	lcet10.txt=1.0,1
continual*	plrabn12.txt=1.0,1
continue*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
continued*	lcet10.txt=1.4771212547196624,alice29.txt=1.9542425094393248,plrabn12.txt=1.6989700043360187,xargs.1=1.0,4
continues*	lcet10.txt=1.0,1
continuest*	plrabn12.txt=1.0,1
continuing*	lcet10.txt=2.113943352306837,1
continuous*	lcet10.txt=1.4771212547196624,1
continuum*	lcet10.txt=1.4771212547196624,1
contract*	asyoulik.txt=1.0,lcet10.txt=2.041392685158225,2
contracted*	plrabn12.txt=1.0,1
contracting*	lcet10.txt=1.6020599913279623,1
contraction*	plrabn12.txt=1.0,1
contractor*	lcet10.txt=1.6020599913279623,1
contractors*	lcet10.txt=1.4771212547196624,1
contracts*	lcet10.txt=1.0,1
contradicted*	alice29.txt=1.0,1
contradiction*	plrabn12.txt=1.3010299956639813,1
contradicts*	lcet10.txt=1.0,1
contraries*	plrabn12.txt=1.0,1
contrary*	lcet10.txt=1.6020599913279623,plrabn12.txt=1.4771212547196624,2
contrast*	lcet10.txt=2.1760912590556813,1
contrasted*	lcet10.txt=1.0,1
contrasting*	lcet10.txt=1.0,1
contribute*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
contributed*	lcet10.txt=1.0,1
contribution*	lcet10.txt=1.3010299956639813,1
contributions*	lcet10.txt=1.3010299956639813,1
contributors*	lcet10.txt=1.0,1
contrite*	plrabn12.txt=1.4771212547196624,1
contrition*	plrabn12.txt=1.0,1
contrive*	plrabn12.txt=1.3010299956639813,asyoulik.txt=1.0,2
contrived*	plrabn12.txt=1.4771212547196624,1
contriver*	asyoulik.txt=1.0,1
contriving*	plrabn12.txt=1.3010299956639813,1
control*	lcet10.txt=2.4771212547196626,1
controlinspecting*	lcet10.txt=1.0,1
controlled*	lcet10.txt=1.0,1
controlling*	lcet10.txt=1.0,1
controul*	plrabn12.txt=1.0,1
contumacy*	plrabn12.txt=1.0,1
convene*	lcet10.txt=1.0,1
convenience*	lcet10.txt=1.4771212547196624,1
conveniences*	lcet10.txt=1.0,1
conveniently*	lcet10.txt=1.0,1
convention*	lcet10.txt=1.3010299956639813,1
conventional*	lcet10.txt=1.3010299956639813,1
conventions*	lcet10.txt=1.3010299956639813,1
conversation*	alice29.txt=2.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,3
conversations*	alice29.txt=1.0,lcet10.txt=1.3010299956639813,2
converse*	plrabn12.txt=1.9030899869919433,1
conversed*	asyoulik.txt=1.0,1
conversely*	lcet10.txt=1.0,1
conversing*	plrabn12.txt=1.4771212547196624,1
conversion*	asyoulik.txt=1.0,lcet10.txt=2.7993405494535812,plrabn12.txt=1.0,3
conversions*	lcet10.txt=1.0,1
convert*	fields.c=1.0,lcet10.txt=2.041392685158225,plrabn12.txt=1.3010299956639813,3
converted*	lcet10.txt=2.3010299956639813,asyoulik.txt=1.0,2
convertibility*	lcet10.txt=1.0,1
converting*	lcet10.txt=2.431363764158987,1
convertites*	asyoulik.txt=1.0,1
converts*	lcet10.txt=1.3010299956639813,1
convex*	plrabn12.txt=1.4771212547196624,1
convey*	plrabn12.txt=1.0,1
conveyance*	plrabn12.txt=1.4771212547196624,1
conveyed*	plrabn12.txt=1.3010299956639813,1
convict*	plrabn12.txt=1.0,1
conviction*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
convince*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
convinced*	lcet10.txt=1.3010299956639813,1
convolved*	plrabn12.txt=1.0,1
convoyed*	plrabn12.txt=1.0,1
convulsions*	plrabn12.txt=1.0,1
cony*	asyoulik.txt=1.0,1
cook*	alice29.txt=2.113943352306837,1
cool*	alice29.txt=1.3010299956639813,plrabn12.txt=2.041392685158225,2
cooled*	plrabn12.txt=1.0,1
cooperate*	lcet10.txt=1.4771212547196624,1
cooperation*	lcet10.txt=1.9030899869919433,1
cooperative*	lcet10.txt=2.0791812460476247,1
coordinate*	lcet10.txt=1.0,1
coordinator*	lcet10.txt=2.322219294733919,1
copartner*	plrabn12.txt=1.0,1
copartners*	plrabn12.txt=1.0,1
cope*	asyoulik.txt=1.0,plrabn12.txt=1.4771212547196624,2
copied*	lcet10.txt=1.0,1
copies*	plrabn12.txt=1.0,lcet10.txt=2.505149978319906,2
copiesought*	lcet10.txt=1.0,1
copious*	plrabn12.txt=1.4771212547196624,1
copulation*	asyoulik.txt=1.0,1
copulatives*	asyoulik.txt=1.0,1
copy*	lcet10.txt=2.518513939877887,plrabn12.txt=1.3010299956639813,2
copyfor*	lcet10.txt=1.0,1
copying*	plrabn12.txt=1.0,1
copyright*	lcet10.txt=2.8808135922807914,plrabn12.txt=1.0,2
copyrightable*	lcet10.txt=2.041392685158225,1
copyrighted*	lcet10.txt=1.6020599913279623,1
copyrights*	lcet10.txt=1.4771212547196624,1
coral*	plrabn12.txt=1.0,1
cordial*	plrabn12.txt=1.3010299956639813,1
core*	lcet10.txt=2.361727836017593,1
corin*	asyoulik.txt=2.5314789170422554,1
cork*	asyoulik.txt=1.0,1
cormorant*	plrabn12.txt=1.0,1
corn*	plrabn12.txt=1.0,1
cornell*	lcet10.txt=2.643452676486187,1
cornells*	lcet10.txt=1.6989700043360187,1
cornellxerox*	lcet10.txt=1.0,1
corner*	alice29.txt=1.4771212547196624,plrabn12.txt=1.0,2
cornerno*	alice29.txt=1.0,1
corners*	alice29.txt=1.0,asyoulik.txt=1.0,plrabn12.txt=1.0,3
cornfield*	asyoulik.txt=1.0,1
cornice*	plrabn12.txt=1.0,1
corny*	plrabn12.txt=1.0,1
corollary*	lcet10.txt=1.3010299956639813,1
coroners*	asyoulik.txt=1.0,1
coronet*	plrabn12.txt=1.0,1
corporal*	plrabn12.txt=1.3010299956639813,1
corporate*	lcet10.txt=1.4771212547196624,1
corporation*	lcet10.txt=1.8450980400142567,1
corporationa*	cp.html=1.0,1
corporations*	lcet10.txt=1.0,1
corporeal*	plrabn12.txt=1.6020599913279623,1
corps*	plrabn12.txt=1.0,1
corpulence*	plrabn12.txt=1.0,1
corpus*	lcet10.txt=1.0,1
corpusai*	cp.html=1.0,1
corpusi*	cp.html=1.0,1
correct*	lcet10.txt=1.8450980400142567,1
corrected*	lcet10.txt=1.0,1
correction*	lcet10.txt=1.3010299956639813,1
corrections*	lcet10.txt=1.0,1
correctness*	lcet10.txt=1.0,1
corrects*	lcet10.txt=1.0,1
correspond*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
correspondence*	lcet10.txt=1.3010299956639813,1
corresponding*	lcet10.txt=1.0,1
correspondingly*	lcet10.txt=1.0,1
corresponds*	lcet10.txt=1.0,1
corrosive*	plrabn12.txt=1.0,1
corrupt*	plrabn12.txt=1.4771212547196624,1
corrupted*	plrabn12.txt=1.4771212547196624,1
corrupting*	plrabn12.txt=1.0,1
corruption*	plrabn12.txt=1.4771212547196624,1
cost*	alice29.txt=1.0,asyoulik.txt=1.3010299956639813,lcet10.txt=2.568201724066995,plrabn12.txt=1.3010299956639813,4
costbenefit*	lcet10.txt=1.0,1
costcompetitive*	lcet10.txt=1.0,1
costed*	lcet10.txt=1.0,1
costeffective*	lcet10.txt=1.4771212547196624,1
costelements*	lcet10.txt=1.0,1
costliest*	plrabn12.txt=1.0,1
costly*	lcet10.txt=1.3010299956639813,1
costrecovery*	lcet10.txt=1.3010299956639813,1
costs*	lcet10.txt=2.716003343634799,1
cote*	asyoulik.txt=1.3010299956639813,1
cotes*	plrabn12.txt=1.0,1
cottage*	asyoulik.txt=1.3010299956639813,1
couch*	plrabn12.txt=1.7781512503836434,1
couchant*	plrabn12.txt=1.0,1
couched*	plrabn12.txt=1.4771212547196624,1
couches*	plrabn12.txt=1.0,1
couching*	asyoulik.txt=1.0,1
could*	alice29.txt=2.886490725172482,asyoulik.txt=2.380211241711606,lcet10.txt=2.7993405494535812,plrabn12.txt=2.838849090737255,4
couldest*	plrabn12.txt=1.0,1
couldnt*	alice29.txt=1.9542425094393248,1
couldst*	asyoulik.txt=1.0,plrabn12.txt=1.4771212547196624,2
council*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.8450980400142567,2
counsel*	asyoulik.txt=1.6989700043360187,lcet10.txt=1.0,plrabn12.txt=1.8450980400142567,3
